work_id,title,rating,category,relationship,character,freeform
50709772,On The House,General Audiences,F/M,"James Potter/Reader, James Potter & Reader","James Potter, Sirius Black, Peter Pettigrew, Remus Lupin","Marauders Era (Harry Potter), Modern AU, College AU, coffee shop AU, fem reader - Freeform"
50709361,Exotic Pets & Everyday Texts,General Audiences,F/M,"Severus Snape/Nymphadora Tonks, Draco Malfoy/Harry Potter","Severus Snape, Nymphadora Tonks, Harry Potter","Texting, Drunk Texting, Sevadora Snonks, Fluff, Flufftober, cultober, Cultober 2023, Alternate Universe - Muggle, Tonks is the best, Severus Snape is Bad at Feelings, Blink and you miss it Severitus, Humor, Fluff and Humor, Implied future Draco/Harry, Cute, Meet-Cute, Wrong number"
50706688,The Affair of Lust - Mattheo Riddle,Mature,F/M,"Mattheo Riddle (yasmineamaro)/Reader, Mattheo Riddle (yasmineamaro)/You, Mattheo Riddle/ Astoria Greengrass, Theo Nott/ Isabella","Mattheo Riddle (yasmineamaro), Theo Nott, Astoria Greengrass, Yn Greengrass, Isabella Greengrass, Tom Riddle","Short Story, Short One Shot, One Shot, mythical creatures, Ruler, Goddess, protector - Freeform, Smut, Fluff and Smut, Rough Sex, Sex, Eventual Smut, Public Sex, Pheromones, Mythical Protectors, Full Moon, Trances, Moonlight Powers"
50706403,Coffee Shops and Dates,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black, James Potter","Flufftober 2023, Alternate Universe - Coffee Shops & Cafes, Getting Together, they are both oblivious, James sets them straight again, (or gay)"
50706265,impossible to forget,General Audiences,,,"Ginny Weasley, Harry Potter, Ron Weasley, Diary Tom Riddle (mentioned)","Book 5: Harry Potter and the Order of the Phoenix, Angst, Drabble, Canon Compliant"
50704909,Balance,General Audiences,F/M,Harry Potter/Blaise Zabini,"Harry Potter, Blaise Zabini, Parvati Patil, Lavender Brown, Daphne Greengrass","Female Harry Potter, Soulmate-Identifying Marks"
50704843,the surprise to trump them all (will you marry me?),Teen And Up Audiences,M/M,"Sirius Black/Remus Lupin, Sirius Black & Lily Evans Potter","Sirius Black, Remus Lupin, Lily Evans Potter","double dates, Established Sirius Black/Remus Lupin, Alternate Universe - No Voldemort, Cheesy Humor, Fluff and Humor, Romantic Fluff, Kissing in the Rain, Young Sirius Black, Gay Sirius Black, Gay Remus Lupin, Marriage Proposal, Sirius Black & Lily Evans Potter Friendship, bookshops, Alternate Universe - Modern with Magic, Idiots in Love, Sirius Black/Remus Lupin In Love, Young Remus Lupin, Engagement"
50702404,Fatherhood,General Audiences,M/M,"Sirius Black/Severus Snape, Snack hp, hp snack - Relationship, Blackprince - Relationship, StarPrince","Sirius Black, Severus Snape, Original Characters","Blackprince fam au, Next-Gen, Art, Digital Art, Fluff, Domestic Fluff, children au"
50701252,a bet (and a second bet),Teen And Up Audiences,M/M,"Regulus Black/James Potter, Sirius Black/Remus Lupin, Mary Macdonald/Marlene McKinnon if you really Really squint","Regulus Black, James Potter, Sirius Black, Marlene McKinnon, Mary Macdonald (Harry Potter), Remus Lupin, Lily Evans","Fluff, Established Relationship, Secret Relationship, Relationship Reveal, Idiots in Love, Sirius Black is a Little Shit, Regulus Black is So Done, Friendship, Hanging Out, Sneaking Around, idk how else to tag this, One Shot, Short One Shot, Fluff and Humor, Attempt at Humor"
50701192,if only you could see me crying; then you'd understand my symptoms,Mature,F/F,"Hermione Granger/Ginny Weasley, Hermione Granger & Ginny Weasley","Ginny Weasley, Hermione Granger","Canon Compliant, Fate & Destiny, Cheating, technically, cause there's, Minor Hermione Granger/Ron Weasley, Minor Harry Potter/Ginny Weasley, Time Skips, Title From a Suki Waterhouse Song, Song: Valentine (Suki Waterhouse), Cigarettes, Underage Drinking, Underage Smoking, Girls Kissing, Female Friendship, Suicidal Thoughts, shit i have no idea how i forgot to tag that, stay safe y'all!!!"
50700655,Haunt me,Mature,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Ghosts, Haunting, Post Second Wizarding War, almost canon compliant, except where it's not, Mentioned Remadora, Mentioned Drarry, Sirius is still a pain in the ass, Remus needs a hug a therapy, HEA, Department of Mysteries (Harry Potter), everyone lives in the most technical sense, Angst and Feels"
50698774,Fantasy/Reality,Mature,F/M,James Sirius Potter/Dominique Weasley,"James Sirius Potter, Dominique Weasley","Sexual Content, imperfect sex, couple's first time, Cousins, Incest, Cousin Incest, Fluff, Smut and Fluff, Sexual Fantasy, Drabble, Double Drabble, community: hp-nextgen100"
50698072,Love At First Sight,General Audiences,F/F,Luna Lovegood/Ginny Weasley,"Ginny Weasley, Luna Lovegood","Flufftober 2023, Fluff, SO FLUFFY, Love at First Sight, Short & Sweet"
50692021,let the sound of worship be released from your lips tonight,Explicit,"M/M, Multi","Regulus Black/James Potter, Regulus Black/Barty Crouch Jr./James Potter/Evan Rosier","Regulus Black, James Potter, Evan Rosier, Barty Crouch Jr.","Alpha/Beta/Omega Dynamics, Alpha/Omega, Foursome - M/M/M/M, Breeding, Breeding Kink, First Time Bottoming, Non-Traditional Alpha/Beta/Omega Dynamics, Role Reversal, Dom/sub Undertones, Bottom James Potter, Top Regulus Black, Top Barty Crouch Jr., Top Evan Rosier, Omega Evan Rosier, Omega Barty Crouch Jr., Omega Regulus Black, Alpha James Potter, Praise Kink, Minor Degradation, Evan Rosier is a Little Shit, Coming Untouched, Multiple Orgasms, Plot What Plot/Porn Without Plot, Shameless Smut, Dirty Talk, Minor Feminization, Established Jegulus, Kinktober, Implied Past Regulus/Barty/Evan, Spitroasting"
50690899,"Inktober Day 8- Scarf, Constellation",General Audiences,,Draco Malfoy/Harry Potter,Harry Potter,"Inktober, intober2023, boshhptober2023 | basiatlu's A Very Harry Drawtober 2023, Drarry"
50690833,Haunted House Hide and Seek,General Audiences,"F/F, M/M","Regulus Black/James Potter, Sirius Black/Remus Lupin, Barty Crouch Jr./Evan Rosier, Marlene McKinnon/Dorcas Meadowes, Pandora Lovegood/Lily Evans Potter","Regulus Black, James Potter, Sirius Black, Remus Lupin, Barty Crouch Jr., Evan Rosier, Pandora Lovegood, Lily Evans Potter, Dorcas Meadowes, Marlene McKinnon","Tumblr Prompt, POV Regulus Black, Hide and Seek, Haunted Houses, Spirits, Alternate Universe - Modern Setting"
50689642,while everyone's lost (the battle is won),Teen And Up Audiences,Multi,"Hermione Granger/Harry Potter/Ron Weasley, Hermione Granger/Ron Weasley, Hermione Granger/Harry Potter, Harry Potter/Ron Weasley, Hermione Granger & Harry Potter & Ron Weasley","Hermione Granger, Ron Weasley, Harry Potter","Character Study, Relationship Study, Hermione Granger-centric, Canon Compliant, more or less, Hurt/Comfort, bad things happen bingo prompt: on the run, Whumptober 2023, Angst, Established Relationship, in the sense that their bond is something deeper than magic and always has been, Implied/Referenced Torture"
50689621,Need a Bite,Teen And Up Audiences,Gen,Bellatrix Black Lestrange & Minerva McGonagall,"Bellatrix Black Lestrange, Minerva McGonagall","Vampire Bites, Vampire Turning"
50688247,Hopeless,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Sirius Black, Nymphadora Tonks","POV Remus Lupin, Pining, Pining Remus Lupin, Light Angst"
50686183,Written in a Book,General Audiences,,Harry Potter & Ginny Weasley,"Harry Potter, Ginny Weasley","Book 6: Harry Potter and the Half-Blood Prince, During Canon, Missing Scene, Worry, Tom Riddle's Diary (mentioned), Snape's old Potions textbook (mentioned), Short One Shot"
50685460,gorgeous (starchasters version),General Audiences,M/M,Regulus Black/James Potter,"Regulus Black, James Potter, Sirius Black, Remus Lupin","Based on a Taylor Swift Song, Songfic, Fluff, Domestic Fluff"
50684404,the world crumbling inside her eyes,Teen And Up Audiences,Gen,Barty Crouch Jr./Evan Rosier(mentioned),"Barty Crouch Jr., Pandora Lovegood, Evan Rosier(mentioned), Regulus Black(mentioned), Dorcas Meadowes(mentioned), Sirius Black(mentioned)","Marauders Era (Harry Potter), Pandora Lovegood and Evan Rosier are Siblings, I'm Bad At Tagging, Mental Breakdown, Death Eaters, Canonical Character Death, Canon Compliant"
50683897,Miserable At Best,Mature,F/M,"Astoria Greengrass/Draco Malfoy, Hermione Granger/Charlie Weasley","Draco Malfoy, Hermione Granger, Astoria Greengrass","Brief Hermione Granger/Charlie Weasley, Past Hermione Granger/Draco Malfoy, Draco is really indifferent about his fiancee, Astoria definitely deserves better, Pining Draco Malfoy, Seriously he's so miserable, And desperate, still no HEA but we're getting there, still apologetic"
50683870,Murder at the Ministry of Magic,Teen And Up Audiences,F/M,Antonin Dolohov & Mary Macdonald,"Antonin Dolohov, Mary Macdonald (Harry Potter), Flying Ford Anglia, Corban Yaxley, Thorfinn Rowle, Dolores Umbridge",Murder Mystery
50683702,Distraction is the best way to cook an omelet (Promptober 10/07/2023),Teen And Up Audiences,Gen,"Hermione Granger & Harry Potter, Lavender Brown & Hermione Granger, Lavender Brown & Parvati Patil, Lavender Brown/Hermione Granger","Hermione Granger, Harry Potter, Lavender Brown, Hannah Abbott, Parvati Patil, Fay Dunbar","Trans Harry Potter, Trans Hermione Granger, Autistic Hermione Granger, Lesbian Lavender Brown, Past Relationship(s), Coming Out, Oneshot Prompts Challenge, October Prompt Challenge, Hurt/Comfort, Fluff"
50682796,The biography of Harry Potter,General Audiences,Gen,,"Hermione Granger, J. K. Rowling","Short One Shot, One Shot, Alternate Universe - Modern Setting, Alternate Universe, Freeform, Ambiguous/Open Ending"
50682436,Drivel,Teen And Up Audiences,F/F,Hermione Granger/Pansy Parkinson,"Hermione Granger, Pansy Parkinson","just two girls doing homework and kissing, Pansy Parkinson has actual interests, Witch Weekly (Harry Potter), idk I had an idea and I just kinda ran with it, Magic, spells, magic that enhances the kissing experience, or however the fuck I tag that, their flirting is arguing mildly with eachother, you can't tell me that these two don't keep antagonising each other even after they become friends, and perchance more than that, I don't think that there's anything else i need to put here, Fluff, Hogwarts"
50681623,Teasing,General Audiences,M/M,Regulus Black/James Potter,"James Potter, Regulus Black, Sirius Black","Fluff, Teasing, First Kiss, Not Beta Read, we die like literally all the marauders, Alternate Universe - Canon Divergence, Alternate Universe - No Voldemort, tho it's not important to the story"
50680786,The dance tells a story,Mature,M/M,Harry Potter/Original Male Character(s),"Harry Potter, Original Male Character(s), His name is Nicolae Sanguini","Dancer Harry Potter, Child Neglect, Established Relationship, Post-Harry Potter and the Goblet of Fire, Fluff, dance competition, Harry's a dancer for profession, Stripper Harry Potter, Not mentioned really but he is, Severitus812's Cultober 2023, cultober"
50680354,When the sun met...,Not Rated,M/M,"Regulus Black/James Potter, Sirius Black & James Potter, Marlene McKinnon & James Potter, Peter Pettigrew & James Potter, Mary Macdonald/James Potter, Remus Lupin & James Potter, James Potter & Lily Evans Potter, Regulus Black & Sirius Black",,"Pansexual James Potter, James Potter Has ADHD, Light Angst, Fluff, Regulus Black & Sirius Black Have a Good Relationship, James Potter Has Issues, Mental Breakdown, Regulus Black Loves James Potter, James Potter Loves Regulus Black, Happy Ending, James Potter Needs a Hug, Minor Sirius Black/Remus Lupin, Minor Mary Macdonald/Lily Evans Potter, Hurt/Comfort, James Potter Gets a Hug"
50679619,The Mood Lift,General Audiences,F/M,James Potter/Lily Evans Potter,"James Potter, Lily Evans Potter, Marlene McKinnon, Dorcas Meadowes, Sirius Black","Meet-Cute, Workplace Relationship"
50679616,Carving New Traditions,General Audiences,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","Tooth-Rotting Fluff, pregnancy announcement, Pregnancy, Harry Potter Epilogue What Epilogue | EWE, Domestic Fluff"
50679196,Doubling Up,Explicit,Multi,Sirius Black/Remus Lupin/James Potter,"Sirius Black, Remus Lupin, James Potter","Alternate Universe - Soulmates, Soulmate-Identifying Marks, married WolfStarBucks, Dom/sub, Dom Remus Lupin, Top Remus Lupin, Sub Sirius Black, Top Sirius Black, Sub James Potter, Bottom James Potter, Double Penetration, Double Penetration in One Hole, Blow Jobs, Rimming, Orgasm Delay/Denial, Anal Fingering, Anal Sex, Explicit Sexual Content, Aftercare, Plot What Plot/Porn Without Plot, HP Kinktober 2023"
50678743,I thought you hated me,Explicit,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Ron Weasley, Hermione Granger, Draco Malfoy","Implied Relationships, Minor Romione, Masturbation, Public Masturbation, getting caught, Walking In On Someone, Being Walked In On, Enemies to Lovers, Hand Jobs, Blow Jobs, Oral Sex, Rough Oral Sex, Face-Fucking, Making Out, Semi-Public Sex"
50675452,The Haze of Comfortability,General Audiences,M/M,Harry Potter/Blaise Zabini,"Harry Potter, Blaise Zabini","Domestic Fluff, Fluff"
50673961,devotion,Explicit,M/M,"Regulus Black/James Potter, Sirius Black/Remus Lupin, Sirius Black & James Potter, Regulus Black & Sirius Black","James Potter, Regulus Black, Sirius Black, Remus Lupin","Possessive Behavior, Obsessive Behavior, Simp James Potter, Established Regulus Black/James Potter, Trans Regulus Black, Korean Regulus Black, James Potter Loves Regulus Black, Regulus Black Loves James Potter, Murder, Blood, Sex, Vaginal Sex, Cunnilingus, Oral Sex, Afro-Latino James Potter, Hispanic James Potter, Knifeplay, only a little though, James kills for Regulus, James is obsessed with Regulus, Regulus is obsessed with James, Face-Sitting, Riding, Temporary Character Death, Dark James Potter, Dark Regulus Black, Dark Sirius Black, Dark Remus Lupin, Sub James Potter, Dom Regulus Black, Unhealthy Relationships, but it works for them, Codependency, Twisted love, BDSM, but it's not mentioned by name, Top James Potter, Bottom Regulus Black, but he's in charge lol, and James loves it, Praise Kink, Begging, Possessive James Potter, Possessive Regulus Black, Dead Dove: Do Not Eat"
50672587,Section 481,Explicit,"F/F, F/M","Hermione Granger/Harry Potter, Hermione Granger/Ron Weasley, Hermione Granger/Luna Lovegood, Luna Lovegood/Harry Potter, Luna Lovegood/Ron Weasley","Hermione Granger, Harry Potter, Luna Lovegood, Ron Weasley","HP Kinktober 2023, Kinktober, Plot What Plot/Porn Without Plot, Sex Pollen, Foursome - F/F/M/M, Double Penetration, Oral Sex, Deepthroating, Face-Sitting"
50671513,Sworn Enemies,Explicit,F/M,Hermione Granger/Draco Malfoy,"Draco Malfoy, Hermione Granger, Rubeus Hagrid, Neville Longbottom","Smut, Enemies to Lovers, Sex, Slow Burn"
50669113,Tension,Teen And Up Audiences,Other,"Sirius Black/Remus Lupin, Regulus Black/James Potter, James Potter/Lily Evans Potter, Regulus Black/James Potter/Lily Evans Potter","Sirius Black, Remus Lupin, James Potter, Regulus Black, Lily Evans Potter","Marauders are a Band (Harry Potter), Bottom Sirius Black, gender fluid sirius black, Top Remus Lupin, Mild Smut, Mild Hurt/Comfort"
50669083,Tantrum,General Audiences,Gen,,Harry Potter,"cultober, Cultober 2023, Flufftober, Whumptober, Pre-Hogwarts, petty revenge, Character Study, harry is done"
50663374,no way out,General Audiences,Gen,"Harry Potter & Ron Weasley, Teddy Lupin & Harry Potter, Luna Lovegood & Harry Potter","Harry Potter, Ron Weasley, Draco Malfoy, Luna Lovegood","Alternate Universe - Muggle, Alternate Universe - Office, Fluff, Friendship, Angst, Fluff and Angst, Angst with a Happy Ending, Trapped, Severitus812's Cultober 2023, Cultober 2023, cultober"
50662708,Last time,Explicit,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","Smut, Explicit Sexual Content, just two people fucking in October"
50662165,Tied Together With a Smile,Not Rated,Gen,,"Hermione Granger, Luna Lovegood, Crookshanks (Harry Potter)","Mental Health Issues, Depression, Hallucinations, Food, Emotional Hurt/Comfort, cultober, Cultober 2023"
50661994,"11 November, 1981",General Audiences,Gen,Remus Lupin/The Moon,"Remus Lupin, Fenrir Greyback","Past Sirius Black/Remus Lupin, that relationship tag is kinda ridiculous but idk, Werewolves"
50661823,Sit and Think,General Audiences,F/M,Hermione Granger/Fred Weasley,"Hermione Granger, Fred Weasley","Slice of Life, short and sweet, Fred Weasley Lives, Harry Potter Epilogue What Epilogue | EWE, No Beta we die like Bellatrix but you knew that already"
50661580,my wildflower (you know you are my favorite fantasy),Explicit,M/M,Regulus Black/James Potter,"Regulus Black, James Potter","Plot What Plot/Porn Without Plot, Shameless Smut, Kinktober, Sex Pollen, Loss of Virginity, Virginity, Top James Potter, Bottom Regulus Black, Trans Regulus Black, probably not accurate to the 80s, Dubious Consent, as in sex pollen dubious consent there is enthusiastic consent, Dirty Talk, Praise Kink, Penis In Vagina Sex, Dom/sub Undertones, Semi-Public Sex, Alternate Universe - No Voldemort, Vaginal Fingering"
50660536,The Malfoy in Gryffindor: Draco Malfoy and the Really Weird First Year,General Audiences,Gen,"Draco Malfoy & Harry Potter, Draco Malfoy & Ron Weasley, Hermione Granger & Draco Malfoy, Hermione Granger & Draco Malfoy & Harry Potter & Ron Weasley","Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger","POV Draco Malfoy, Developing Friendships, Lucius Malfoy sucks, Draco Malfoy is Not a Death Eater, Draco Malfoy is Learning"
50657719,The Right Words,Teen And Up Audiences,F/F,Amelia Bones/Narcissa Black Malfoy,"Narcissa Black Malfoy, Lucius Malfoy","wlw, leaving him at the alter, Runaway Bride, Wedding, white - Freeform, thestral drawn carriage"
50657623,Solves the Problem,Teen And Up Audiences,F/F,Narcissa Black Malfoy/Lily Evans Potter,"Narcissa Black Malfoy, Lily Evans Potter","wlw, Demon AU, Summoning a Demon, Marriage Contract"
50655958,Freak Out In A Moonage Daydream!,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin, James Potter, Lily Evans Potter, Marlene McKinnon, Mary Macdonald (Harry Potter)","Marauders Era (Harry Potter), Marauders, Hogwarts, wolfstar, Jealous Sirius Black, Birthday Party, References to David Bowie, Jealousy, Fluff, Musical References, Established Sirius Black/Remus Lupin, Possessive Sirius Black, Song Lyrics, POV Sirius Black, Hogwarts Era, Minor James Potter/Lily Evans Potter, Hurt/Comfort, James Potter's Birthday, BAMF Marlene McKinnon, Remus Lupin Does Not Dance, Sirius hates ABBA, bc why not, bowie saves the day, But not in an annoying way, idk how to tag help, One Shot"
50655706,Some Things Never Change,Explicit,M/M,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Kinktober 2023, Kinktober, HP Kinktober 2023, Fire Whisky, Object Insertion, Drunk Sex, Drunkenness, Drunken Confessions, Drunken Shenanigans, Drunken Kissing, Drunken Flirting, Truth or Dare, Top Harry Potter, Bottoming from the Top, Topping from the Bottom, Bottom Draco Malfoy, Pet Names, Mutual Pining, Public Sex, Semi-Public Sex, everyone is asleep and there is a silencing spell, Hogwarts Common Room, Underage Drinking, Harry Potter Needs a Hug, Harry Potter Needs Therapy, POV Harry Potter, Harry Potter is Bad at Feelings, Harry Potter is Obsessed with Draco Malfoy, Harry Potter is an alcoholic, Alcohol Abuse/Alcoholism, Implied/Referenced Alcohol Abuse/Alcoholism, Alcohol, Foreplay, Masochism, Size Queen Draco Malfoy, Size Kink, Anal Sex, Sex, Rough Sex, Gay Sex"
50654776,My Brother Was Right,Teen And Up Audiences,M/M,"Sirius Black/Remus Lupin, Sirius Black & Remus Lupin, Regulus Black & Sirius Black, Regulus Black & Remus Lupin","Remus Lupin, Sirius Black, James Potter, Regulus Black","wolfstar, Marauders Era (Harry Potter), Angst, Fluff and Angst, Established Relationship, Album: Your City Gave Me Asthma (Wilbur Soot), Inspired by Music, Remus Lupin Has Issues, Love Letters, Break Up Talk, mentions of - Freeform, The Prank"
50653165,Parselmouths Belong Together,Explicit,F/M,"Harriet Potter/Tom Slytherin, Harriet Potter/Tom Riddle, Harry Potter/Tom Riddle","Harriet Potter, Tom Slytherin, Tom Riddle, Albus Dumbledore, Severus Snape, Harry Potter","Explicit Sexual Content, Apprentice and Master, Heterosexual Sex, Emotional Manipulation, Alternate Universe - Dark, Dark, Emotional/Psychological Abuse, Horcruxes, Porn With Plot, Female Harry Potter, Older Man/Younger Woman, Mentor/Protege, Mentor Tom Riddle, Age Difference, Desk Sex, Gender or Sex Swap, Parselmouths & Parseltongue (Harry Potter), Psychopathology & Sociopathy, Possessive Behavior, Possessive Tom Riddle, Vaginal Sex, Sex, Porn, Dominance, Penis In Vagina Sex"
50652931,Kinktober 2023: Day 7 (Anal),Explicit,F/M,Hermione Granger/Severus Snape,"Hermione Granger, Severus Snape","Smut, Anal, Anal Fingering, Anal Sex, Blow Jobs, Nipple Play, Established Relationship"
50652853,"Come to my house, let's die together",General Audiences,Gen,Regulus Black & Dorcas Meadowes,"Dorcas Meadowes, Regulus Black, Barty Crouch Jr., Evan Rosier","slytherin skittles, Angst, Platonic Soulmates, Regulus Black Needs a Hug, POV Dorcas Meadowes, Young Death Eaters"
50650369,Autumn Sunshine,General Audiences,M/M,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Pining, POV First Person, Drarry Discord Writers Corner Drabble Challenge"
50649592,It Started with a Kiss,Teen And Up Audiences,Gen,"Sirius Black/Death Eater Characters, Sirius Black/Mulciber Jr. | Severus Snape's Schoolmate","Mulciber Jr. | Severus Snape's Schoolmate, Sirius Black, Bellatrix Black Lestrange, mentioned Peter Pettigrew - Character, mentioned Harry Potter - Character","Azkaban, Unresolved Tension, Internal Conflict, Ambiguous/Open Ending"
50647810,I'm too soft for all of it,General Audiences,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","Feel-good, Friends to Lovers, Christmas Fluff, Fluff, Sweaters"
50646973,Fatigue From Repentance,Teen And Up Audiences,Gen,"Hermione Granger & Harry Potter & Ron Weasley, Hermione Granger & Harry Potter, Harry Potter & Ron Weasley, Hermione Granger & Ron Weasley","Harry Potter, Hermione Granger, Ron Weasley, Albus Dumbledore","Character Study, Slice of Life, Book 5: Harry Potter and the Order of the Phoenix, Nightmares, Mentioned Voldemort (Harry Potter), signs of possession, Possession, Anger, One Shot, Implied/Referenced Child Abuse, Abusive Dursley Family (Harry Potter), Dursley Family Bashing (Harry Potter)"
50646364,Getting Used to Happy,Teen And Up Audiences,M/M,Draco Malfoy/Blaise Zabini,"Draco Malfoy, Blaise Zabini","Fuck JKR, Trans Draco Malfoy, Trans Male Character, Trans Male Draco Malfoy, Trans Character, Gay Draco Malfoy, Draco Malfoy Needs a Hug, POV Blaise Zabini, Gay Blaise Zabini, Protective Blaise Zabini, Trans Blaise Zabini, LGBTQ Themes, LGBTQ Character, LGBTQ Character of Color, Queer Themes, Queer Character, Queer Friendly, Interracial Relationship, Established Relationship, Mentioned Harry Potter, Mentioned Voldemort (Harry Potter), Sad and Happy, Happy, Light Angst, Flufftober, Flufftober 2023, Short & Sweet, Fluff, Domestic Fluff, Fluff and Angst, Wizarding World (Harry Potter), Wizarding Culture (Harry Potter), Wizarding Politics (Harry Potter), Wizarding World Bashing (Harry Potter), Pureblood Politics (Harry Potter), Pureblood Society (Harry Potter), Pureblood Culture (Harry Potter), Alcohol, Fluff without Plot, No Plot/Plotless, POV Third Person, POV Third Person Limited, Past Tense, Cute, Post-War, Post-Canon, Sweet, No AI Used, Rare Relationships, Rare Pairings, Rare Characters, Banter, Tactile, Cuddling & Snuggling, POV Male Character, T4T Draco Malfoy/Blaise Zabini, Trans Male Blaise Zabini, FTM Blaise Zabini, FtM Draco Malfoy, Alternate Universe, Alternate Universe - Trans, Feel-good, Warm and Fuzzy Feelings, Adorable, Tenderness, Requited Love, Trans Joy"
50645791,Accidental Wetting in Car,Explicit,M/M,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Post-Hogwarts, Omorashi, Wetting, Embarrassment, Humiliation, Desperation, Accidents, Hurt/Comfort, Crying, Holding, Car rides"
50645401,birthday present,Teen And Up Audiences,Multi,Harry Potter/Tom Riddle | Voldemort,"Harry Potter, Tom Riddle | Voldemort, Sirius Black, Remus Lupin, Hermione Granger, Ron Weasley, Ginny Weasley","Sane Tom Riddle, POV Tom Riddle, Good Tom Riddle, Tom Riddle Loves Harry Potter, Tom Riddle in Love, First Kiss, New Year's Eve, New Year's Kiss, Fights, Short Harry Potter, Harry Potter In Love, Harry Potter Loves Tom Riddle, Remus Lupin Lives, Sirius Black Lives, Married Sirius Black/Remus Lupin, One Shot, Christmas Lights"
50645176,Sleep,Mature,"F/M, M/M","Severus Snape/Reader, Severus Snape/You","Severus Snape, Reader","Reader-Insert, Not Suitable/Safe For Work, Somnophilia, Kinktober, Fanfiction, Originally Posted on Tumblr, One Shot, Gender-Neutral Pronouns, Gender-neutral Reader, Cross-Posted on Tumblr"
50641408,Boy Afraid,Teen And Up Audiences,M/M,"Draco Malfoy/Harry Potter, Draco Malfoy/Theodore Nott",,"Trans Draco Malfoy, Alternate Universe - 1920s, Class Differences, First Meetings, Alternate Universe - Historical, Miscarriage"
50641204,sweet like honey,General Audiences,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy","Drabble, Domestic Fluff, Fluff, Established Relationship, POV Harry Potter, No Plot/Plotless, Short & Sweet, Fluff without Plot, Tooth-Rotting Fluff, do you understand how fluffy this is yet?"
50636194,Rainforest Seeds,Teen And Up Audiences,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy, Luna Lovegood","Luna Lovegood Being Luna Lovegood, University Student Draco Malfoy, University Student Hermione Granger, Healer Draco Malfoy, Healer Hermione Granger, Unplanned Pregnancy"
50634112,Marbles,General Audiences,Gen,Daphne Greengrass & Ron Weasley,"Daphne Greengrass, Ron Weasley","Slytherin Ron Weasley, Angst, Hurt/Comfort, POV Daphne Greengrass, Implied/Referenced Bullying, Slytherins Being Slytherins, Hogwarts First Year, Mentioned Tracey Davis - Freeform, Ron Weasley Needs a Hug, Sad Ron Weasley, Hurt Ron Weasley"
50631919,Halloween Potion Brewing,General Audiences,M/M,"Regulus Black & Barty Crouch Jr. & Pandora Lovegood & Dorcas Meadowes & Evan Rosier, Regulus Black/James Potter, Barty Crouch Jr./Evan Rosier","Regulus Black, Dorcas Meadowes, Pandora Lovegood, Evan Rosier, Barty Crouch Jr.","Tumblr Prompt, POV Regulus Black, Potions, Halloween"
50631457,Back To the Old House,Teen And Up Audiences,M/M,Draco Malfoy/Harry Potter,"Harry Potter, Draco Malfoy","Post-Break Up, Hurt No Comfort, To Be Continued, Yearning, Inspired by Music"
50630779,"Inktober Day 6- Cat, Necromancy",General Audiences,,,Crookshanks (Harry Potter),"Inktober, Inktober2023, Alternate Prompts"
50630104,Straight From the Source,Not Rated,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","this is fucking foul, like so gross, I had to pause multiple times while writing this, Draco is ashamed of himself, like really ashamed, Baby Scorpius, newborn scorpius, Lactation Kink, like milk is referenced so much, We Die Like Men, No beta reader, quick to cum Draco, desperate draco, Married Hermione Granger/Draco Malfoy, Post-War, L - Freeform"
50629864,That Feeling When You Give Someone Your Goldfish To Watch And Come Back To An Empty Fishbowl,General Audiences,Gen,"Albus Dumbledore & Minerva McGonagall, Albus Dumbledore & Severus Snape, Arabella Figg & Albus Dumbledore","Albus Dumbledore, Severus Snape, Minerva McGonagall, Arabella Figg, Petunia Evans Dursley, Sybill Trelawney, Elphias Doge, Portrait Armando Dippet","Albus Dumbledore Being an Idiot, POV Albus Dumbledore, Book 1: Harry Potter and the Philosopher's Stone, Wrong Boy-Who-Lived (Harry Potter), in that Dumbledore lost the chosen one, POV Third Person, Miscommunication, Well - Freeform, more like, jumping to conclusions convinced you can't be wrong"
